Entity,Code,Year,Expenditure on primary as % of government expenditure on education (% of Government Expenditure on Education),Share of Education in Government Expenditure (% Total Expenditure),"GDP per capita in current USD, 1960-2014 - World Bank (current $)"
Chad,TCD,1974,,,163.1125841
Chad,TCD,1975,,,211.4531991
Chad,TCD,1976,,,207.5317513
Chad,TCD,1977,,,219.838481
Chad,TCD,1978,,,256.878669
Chad,TCD,1979,,,227.1482041
Chad,TCD,1980,,,228.9070639
Chad,TCD,1981,,,190.1872028
Chad,TCD,1982,,,176.9237477
Chad,TCD,1983,,,172.3481143
Chad,TCD,1984,,,185.5032846
Chad,TCD,1985,,,202.8885263
Chad,TCD,1986,,,203.6776322
Chad,TCD,1987,,,215.167401
Chad,TCD,1988,,,265.5898417
Chad,TCD,1989,,,248.7039166
Chad,TCD,1990,,,292.1253237
Chad,TCD,1991,,,305.5954932
Chad,TCD,1992,,,296.8713157
Chad,TCD,1993,,,223.6559681
Chad,TCD,1994,,,174.6474678
Chad,TCD,1995,,,207.1414417
Chad,TCD,1996,,,222.737521
Chad,TCD,1997,,12.89866,206.9700769
Chad,TCD,1998,57.49962,11.07153,225.8833607
Chad,TCD,1999,,17.05998,191.7647072
Chad,TCD,2000,,12.84449,166.8513393
Chad,TCD,2001,,13.78685,198.279115
Chad,TCD,2002,,,221.8337349
Chad,TCD,2003,,,293.9101859
Chad,TCD,2004,45.55756,11.0319,456.7944394
Chad,TCD,2005,45.78488,14.67282,663.7096974
Chad,TCD,2006,,,716.638996
Chad,TCD,2007,,,807.7815699
Chad,TCD,2008,,,938.4718288
Chad,TCD,2009,59.24125,9.54911,813.7560302
Chad,TCD,2010,51.61933,8.11929,909.2999069
Chad,TCD,2011,40.66676,10.08323,1006.319771
Chad,TCD,2012,,,993.5649337
Chad,TCD,2013,,12.46149,1009.710427
Chad,TCD,2014,,,1053.824139
Chile,CHL,1960,,,550.6272984
Chile,CHL,1961,,,599.73615
Chile,CHL,1962,,,683.7692858
Chile,CHL,1963,,,664.4146993
Chile,CHL,1964,,,685.3074867
Chile,CHL,1965,,,699.5309454
Chile,CHL,1966,,,792.6958602
Chile,CHL,1967,,,765.0930096
Chile,CHL,1968,,,767.3241729
Chile,CHL,1969,,,870.123169
Chile,CHL,1970,,,937.5909655
Chile,CHL,1971,,,1096.277154
Chile,CHL,1972,,,1161.43292
Chile,CHL,1973,,,1622.455502
Chile,CHL,1974,,,1513.260181
Chile,CHL,1975,,,693.0920247
Chile,CHL,1976,,,931.6801615
Chile,CHL,1977,,,1245.055732
Chile,CHL,1978,,,1415.604501
Chile,CHL,1979,,,1879.181039
Chile,CHL,1980,,,2463.488351
Chile,CHL,1981,,,2872.854336
Chile,CHL,1982,,,2108.53912
Chile,CHL,1983,,,1685.218647
Chile,CHL,1984,,,1612.585419
Chile,CHL,1985,,,1359.451807
Chile,CHL,1986,,,1437.152292
Chile,CHL,1987,,,1666.66134
Chile,CHL,1988,,,1931.545749
Chile,CHL,1989,,,2186.65499
Chile,CHL,1990,,,2388.307454
Chile,CHL,1991,,,2706.813295
Chile,CHL,1992,,,3244.299788
Chile,CHL,1993,,,3416.87212
Chile,CHL,1994,,,3882.808212
Chile,CHL,1995,,,4941.045248
Chile,CHL,1996,,,5167.599171
Chile,CHL,1997,,14.44519,5567.942178
Chile,CHL,1998,41.53546,15.12568,5266.152019
Chile,CHL,1999,,15.63322,4781.7048
Chile,CHL,2000,43.01821,16.40148,5133.077311
Chile,CHL,2001,,,4625.336377
Chile,CHL,2002,42.04219,17.40727,4487.150018
Chile,CHL,2003,39.79187,17.60468,4866.33225
Chile,CHL,2004,37.77649,16.97488,6223.973768
Chile,CHL,2005,37.40762,16.12225,7614.522058
Chile,CHL,2006,35.89175,16.15792,9371.427857
Chile,CHL,2007,35.45253,16.64837,10383.49023
Chile,CHL,2008,36.4039,17.47809,10672.25422
Chile,CHL,2009,36.38675,17.1887,10120.03874
Chile,CHL,2010,31.73536,17.51394,12683.88522
Chile,CHL,2011,32.75136,17.5041,14491.90292
Chile,CHL,2012,32.07447,19.2781,15186.62507
Chile,CHL,2013,29.20625,19.07084,15702.51307
Chile,CHL,2014,,,14519.96826
China,CHN,1960,,,88.72249756
China,CHN,1961,,,75.04891516
China,CHN,1962,,,70.12208191
China,CHN,1963,,,73.42039209
China,CHN,1964,,,84.57339727
China,CHN,1965,,,97.47009944
China,CHN,1966,,,103.1811731
China,CHN,1967,,,95.49669142
China,CHN,1968,,,90.37132877
China,CHN,1969,,,98.88988465
China,CHN,1970,,,111.8227226
China,CHN,1971,,,117.181593
China,CHN,1972,,,130.1112649
China,CHN,1973,,,155.0784388
China,CHN,1974,,,157.9993802
China,CHN,1975,,,175.8657482
China,CHN,1976,,,162.9205235
China,CHN,1977,,,182.678574
China,CHN,1978,,,155.1846296
China,CHN,1979,,,182.5135325
China,CHN,1980,,,193.2768318
China,CHN,1981,,,195.5649287
China,CHN,1982,,,201.8080236
China,CHN,1983,,,223.7349389
China,CHN,1984,,,248.9158223
China,CHN,1985,,,292.5479388
China,CHN,1986,,,280.0980444
China,CHN,1987,,,250.314587
China,CHN,1988,,,282.056783
China,CHN,1989,,,309.263385
China,CHN,1990,,,316.2244304
China,CHN,1991,,,331.4749293
China,CHN,1992,,,364.7596704
China,CHN,1993,,,375.8142788
China,CHN,1994,,,471.7608796
China,CHN,1995,,,607.5685555
China,CHN,1996,,,707.0297373
China,CHN,1997,,,778.9439349
China,CHN,1998,36.06416,14.55138,825.5479152
China,CHN,1999,32.59654,12.63153,869.6548516
China,CHN,2000,,,954.5522433
China,CHN,2001,,,1047.481895
China,CHN,2002,,,1141.763506
China,CHN,2003,,,1280.597181
China,CHN,2004,,,1498.173796
China,CHN,2005,,,1740.093186
China,CHN,2006,,,2082.183363
China,CHN,2007,,,2673.294191
China,CHN,2008,,,3441.221355
China,CHN,2009,,,3800.474542
China,CHN,2010,,,4514.94052
China,CHN,2011,,,5574.187093
China,CHN,2012,,,6264.643878
China,CHN,2013,,,6991.853866
China,CHN,2014,,,7593.881891
Colombia,COL,1960,,,252.4583646
Colombia,COL,1961,,,276.1183355
Colombia,COL,1962,,,292.5060774
Colombia,COL,1963,,,276.5413818
Colombia,COL,1964,,,332.4838995
Colombia,COL,1965,,,311.987391
Colombia,COL,1966,,,285.3511258
Colombia,COL,1967,,,291.1670233
Colombia,COL,1968,,,292.4874383
Colombia,COL,1969,,,308.0239016
Colombia,COL,1970,,,337.2427887
Colombia,COL,1971,,,357.417814
Colombia,COL,1972,,,387.0407113
Colombia,COL,1973,,,449.9840713
Colombia,COL,1974,,,527.4464698
Colombia,COL,1975,,,545.8617262
Colombia,COL,1976,,,624.7098372
Colombia,COL,1977,,,774.6670837
Colombia,COL,1978,,,904.3035223
Colombia,COL,1979,,,1061.313488
Colombia,COL,1980,,,1240.067543
Colombia,COL,1981,,,1320.804427
Colombia,COL,1982,,,1383.144768
Colombia,COL,1983,,,1344.632561
Colombia,COL,1984,,,1299.445674
Colombia,COL,1985,,,1160.187872
Colombia,COL,1986,,,1137.519996
Colombia,COL,1987,,,1159.771588
Colombia,COL,1988,,,1225.046589
Colombia,COL,1989,,,1210.758187
Colombia,COL,1990,,,1209.183533
Colombia,COL,1991,,,1214.453693
Colombia,COL,1992,,,1423.929203
Colombia,COL,1993,,,1582.581351
Colombia,COL,1994,,,2274.885405
Colombia,COL,1995,,,2529.325296
Colombia,COL,1996,,,2609.297132
Colombia,COL,1997,,,2814.134205
Colombia,COL,1998,44.93812,12.47536,2552.468374
Colombia,COL,1999,45.16187,13.15193,2196.714685
Colombia,COL,2000,44.55692,13.28683,2503.549492
Colombia,COL,2001,44.57196,13.46772,2421.272646
Colombia,COL,2002,39.88195,15.29956,2376.083803
Colombia,COL,2003,,15.53726,2261.283608
Colombia,COL,2004,48.3245,15.43978,2752.913454
Colombia,COL,2005,47.43698,15.53561,3393.992638
Colombia,COL,2006,40.49725,13.76883,3708.600942
Colombia,COL,2007,36.62786,14.48145,4661.213465
Colombia,COL,2008,37.30254,14.6773,5403.45576
Colombia,COL,2009,38.40722,16.08117,5104.991193
Colombia,COL,2010,35.92155,16.41858,6179.770329
Colombia,COL,2011,35.57678,15.52914,7124.54892
Colombia,COL,2012,34.96379,15.51283,7748.960078
Colombia,COL,2013,34.4199,16.91362,7865.32296
Colombia,COL,2014,35.60003,15.85781,7720.046854
Comoros,COM,1980,,,393.83434
Comoros,COM,1981,,,352.6931533
Comoros,COM,1982,,,320.6293532
Comoros,COM,1983,,,324.460513
Comoros,COM,1984,,,304.2064605
Comoros,COM,1985,,,315.3423295
Comoros,COM,1986,,,435.7467342
Comoros,COM,1987,,,513.188496
Comoros,COM,1988,,,528.3267551
Comoros,COM,1989,,,493.493255
Comoros,COM,1990,,,605.7093883
Comoros,COM,1991,,,583.5496524
Comoros,COM,1992,,,614.3542206
Comoros,COM,1993,,,593.8626765
Comoros,COM,1994,,,408.5685355
Comoros,COM,1995,,,497.7435554
Comoros,COM,1996,,,482.6651071
Comoros,COM,1997,,,433.1861616
Comoros,COM,1998,41.59922,17.13507,428.962433
Comoros,COM,1999,,,432.1715744
Comoros,COM,2000,,,382.1603212
Comoros,COM,2001,,,406.0951561
Comoros,COM,2002,45.21472,15.78972,443.7504421
Comoros,COM,2003,,,556.6473455
Comoros,COM,2004,,,628.8862807
Comoros,COM,2005,,,633.1812715
Comoros,COM,2006,,,658.7100831
Comoros,COM,2007,,,730.879264
Comoros,COM,2008,61.72591,29.23312,805.7017235
Comoros,COM,2009,,,786.9083091
Comoros,COM,2010,,,776.6186112
Comoros,COM,2011,56.13321,21.41487,837.2871001
Comoros,COM,2012,56.6082,18.49151,795.6285505
Comoros,COM,2013,,,841.8158704
Comoros,COM,2014,,,860.8285367
Congo,COG,1960,,,129.9667837
Congo,COG,1961,,,145.8479469
Congo,COG,1962,,,155.9787895
Congo,COG,1963,,,157.0802165
Congo,COG,1964,,,164.8306189
Congo,COG,1965,,,171.2731734
Congo,COG,1966,,,185.3235338
Congo,COG,1967,,,193.9225203
Congo,COG,1968,,,199.4986938
Congo,COG,1969,,,204.4579259
Congo,COG,1970,,,205.9491868
Congo,COG,1971,,,234.1257637
Congo,COG,1972,,,289.4980973
Congo,COG,1973,,,370.5124346
Congo,COG,1974,,,388.1728351
Congo,COG,1975,,,493.6618817
Congo,COG,1976,,,471.5065663
Congo,COG,1977,,,464.5266437
Congo,COG,1978,,,518.3430017
Congo,COG,1979,,,686.9932673
Congo,COG,1980,,,949.5577015
Congo,COG,1981,,,1077.591705
Congo,COG,1982,,,1133.949876
Congo,COG,1983,,,1068.74287
Congo,COG,1984,,,1085.752382
Congo,COG,1985,,,1039.423729
Congo,COG,1986,,,864.9159833
Congo,COG,1987,,,1045.371936
Congo,COG,1988,,,979.5249718
Congo,COG,1989,,,1029.780383
Congo,COG,1990,,,1174.323843
Congo,COG,1991,,,1113.539533
Congo,COG,1992,,,1167.768341
Congo,COG,1993,,,744.2415125
Congo,COG,1994,,,668.2355461
Congo,COG,1995,,,777.7615975
Congo,COG,1996,,,908.1794991
Congo,COG,1997,,,806.966776
Congo,COG,1998,,14.12653,658.3067765
Congo,COG,1999,,,773.1820463
Congo,COG,2000,,,1029.974585
Congo,COG,2001,,,871.6709433
Congo,COG,2002,35.35986,11.59277,919.6870144
Congo,COG,2003,,9.51995,1039.379799
Congo,COG,2004,,8.56181,1347.870907
Congo,COG,2005,27.25437,7.59782,1718.100815
Congo,COG,2006,,,2120.097885
Congo,COG,2007,,,2233.308171
Congo,COG,2008,,,3059.226231
Congo,COG,2009,,,2401.298108
Congo,COG,2010,30.99831,29.01843,2920.406835
Congo,COG,2011,,,3414.054811
Congo,COG,2012,,,3153.739747
Congo,COG,2013,,,3167.045322
Congo,COG,2014,,,3100.838231
Costa Rica,CRI,1960,,,380.4346883
Costa Rica,CRI,1961,,,354.91343
Costa Rica,CRI,1962,,,334.8370051
Costa Rica,CRI,1963,,,345.4389728
Costa Rica,CRI,1964,,,353.972406
Costa Rica,CRI,1965,,,374.5748234
Costa Rica,CRI,1966,,,396.5118715
Costa Rica,CRI,1967,,,416.0359038
Costa Rica,CRI,1968,,,447.5309877
Costa Rica,CRI,1969,,,480.6270699
Costa Rica,CRI,1970,,,540.4900475
Costa Rica,CRI,1971,,,576.9295641
Costa Rica,CRI,1972,,,647.8881739
Costa Rica,CRI,1973,,,781.7384157
Costa Rica,CRI,1974,,,832.2911237
Costa Rica,CRI,1975,,,955.551128
Costa Rica,CRI,1976,,,1145.901904
Costa Rica,CRI,1977,,,1421.073235
Costa Rica,CRI,1978,,,1585.745313
Costa Rica,CRI,1979,,,1766.806126
Costa Rica,CRI,1980,,,2057.312054
Costa Rica,CRI,1981,,,1086.538145
Costa Rica,CRI,1982,,,1049.636981
Costa Rica,CRI,1983,,,1557.1258
Costa Rica,CRI,1984,,,1749.686548
Costa Rica,CRI,1985,,,1777.440162
Costa Rica,CRI,1986,,,1975.566228
Costa Rica,CRI,1987,,,2050.858073
Costa Rica,CRI,1988,,,2073.542332
Costa Rica,CRI,1989,,,2287.888571
Costa Rica,CRI,1990,,,2404.851282
Costa Rica,CRI,1991,,,2269.51661
Costa Rica,CRI,1992,,,2651.439849
Costa Rica,CRI,1993,,,2909.842471
Costa Rica,CRI,1994,,,3111.035016
Costa Rica,CRI,1995,,,3370.239543
Costa Rica,CRI,1996,,,3320.588778
Costa Rica,CRI,1997,,,3507.081953
Costa Rica,CRI,1998,,,3759.881077
Costa Rica,CRI,1999,47.25438,21.92369,4111.832609
Costa Rica,CRI,2000,46.52694,18.81951,4058.044534
Costa Rica,CRI,2001,42.75659,19.15282,4087.118971
Costa Rica,CRI,2002,42.41027,19.2405,4114.566905
Costa Rica,CRI,2003,,20.15172,4199.694812
Costa Rica,CRI,2004,45.45815,20.43089,4379.391063
Costa Rica,CRI,2005,,,4621.371464
Costa Rica,CRI,2006,,,5128.400573
Costa Rica,CRI,2007,,,5897.527955
Costa Rica,CRI,2008,,,6582.792454
Costa Rica,CRI,2009,,,6385.565612
Costa Rica,CRI,2010,,,7773.185476
Costa Rica,CRI,2011,,,8704.1112
Costa Rica,CRI,2012,,,9427.240129
Costa Rica,CRI,2013,,,10105.71282
Costa Rica,CRI,2014,,,10035.44742
Cote d'Ivoire,CIV,1960,,,157.1933651
Cote d'Ivoire,CIV,1961,,,171.6359696
Cote d'Ivoire,CIV,1962,,,172.5127542
Cote d'Ivoire,CIV,1963,,,195.6490451
Cote d'Ivoire,CIV,1964,,,227.441295
Cote d'Ivoire,CIV,1965,,,217.9687483
Cote d'Ivoire,CIV,1966,,,232.7477985
Cote d'Ivoire,CIV,1967,,,235.8672597
Cote d'Ivoire,CIV,1968,,,267.2454416
Cote d'Ivoire,CIV,1969,,,271.6764349
Cote d'Ivoire,CIV,1970,,,277.6624712
Cote d'Ivoire,CIV,1971,,,288.6745104
Cote d'Ivoire,CIV,1972,,,321.7673081
Cote d'Ivoire,CIV,1973,,,416.5840739
Cote d'Ivoire,CIV,1974,,,486.7126607
Cote d'Ivoire,CIV,1975,,,589.4045367
Cote d'Ivoire,CIV,1976,,,674.0805738
Cote d'Ivoire,CIV,1977,,,865.6978326
Cote d'Ivoire,CIV,1978,,,1043.818192
Cote d'Ivoire,CIV,1979,,,1155.606731
Cote d'Ivoire,CIV,1980,,,1231.087928
Cote d'Ivoire,CIV,1981,,,977.1054392
Cote d'Ivoire,CIV,1982,,,840.3571244
Cote d'Ivoire,CIV,1983,,,728.5325252
Cote d'Ivoire,CIV,1984,,,700.1602768
Cote d'Ivoire,CIV,1985,,,686.909626
Cote d'Ivoire,CIV,1986,,,868.6101323
Cote d'Ivoire,CIV,1987,,,923.0408844
Cote d'Ivoire,CIV,1988,,,906.2250499
Cote d'Ivoire,CIV,1989,,,833.1744926
Cote d'Ivoire,CIV,1990,,,891.0550883
Cote d'Ivoire,CIV,1991,,,837.3953129
Cote d'Ivoire,CIV,1992,,,861.1671369
Cote d'Ivoire,CIV,1993,,,825.8288219
Cote d'Ivoire,CIV,1994,,,602.4813869
Cote d'Ivoire,CIV,1995,,,773.708488
Cote d'Ivoire,CIV,1996,,,829.6138492
Cote d'Ivoire,CIV,1997,,19.22015,779.2864744
Cote d'Ivoire,CIV,1998,43.1724,18.81477,817.0283927
Cote d'Ivoire,CIV,1999,41.68008,21.67118,783.2201583
Cote d'Ivoire,CIV,2000,41.55833,20.80695,664.3606893
Cote d'Ivoire,CIV,2001,42.21462,23.20203,681.6347623
Cote d'Ivoire,CIV,2002,,22.59234,740.4455039
Cote d'Ivoire,CIV,2003,,22.64824,905.1911489
Cote d'Ivoire,CIV,2004,,22.10709,965.5930785
Cote d'Ivoire,CIV,2005,,21.84566,982.2314265
Cote d'Ivoire,CIV,2006,,20.5064,1007.839837
Cote d'Ivoire,CIV,2007,,21.86688,1133.409489
Cote d'Ivoire,CIV,2008,,21.94258,1326.661946
Cote d'Ivoire,CIV,2009,,,1305.147464
Cote d'Ivoire,CIV,2010,,,1311.326565
Cote d'Ivoire,CIV,2011,,,1309.008626
Cote d'Ivoire,CIV,2012,,,1362.94866
Cote d'Ivoire,CIV,2013,,,1540.284807
Cote d'Ivoire,CIV,2014,39.09514,20.67385,1646.430338
Croatia,HRV,1995,,,4794.937213
Croatia,HRV,1996,,,5268.805674
Croatia,HRV,1997,,,5210.430239
Croatia,HRV,1998,,,5650.332016
Croatia,HRV,1999,,,5135.473341
Croatia,HRV,2000,,,4919.628069
Croatia,HRV,2001,,,5245.421419
Croatia,HRV,2002,,7.96833,6053.716037
Croatia,HRV,2003,,8.27336,7805.881418
Croatia,HRV,2004,,8.19198,9365.742468
Croatia,HRV,2005,,,10224.24059
Croatia,HRV,2006,,,11359.52579
Croatia,HRV,2007,,8.88328,13544.18861
Croatia,HRV,2008,,9.62946,15887.4192
Croatia,HRV,2009,,9.30367,14142.15076
Croatia,HRV,2010,,9.08259,13505.76562
Croatia,HRV,2011,,8.57615,14539.18518
Croatia,HRV,2012,,,13235.97909
Croatia,HRV,2013,,,13597.92145
Croatia,HRV,2014,,,13507.35861
Cuba,CUB,1970,,,653.2380917
Cuba,CUB,1971,,,779.5623039
Cuba,CUB,1972,,,901.3674037
Cuba,CUB,1973,,,1088.44027
Cuba,CUB,1974,,,1224.411871
Cuba,CUB,1975,,,1380.261716
Cuba,CUB,1976,,,1444.873403
Cuba,CUB,1977,,,1474.636367
Cuba,CUB,1978,,,1837.764035
Cuba,CUB,1979,,,2003.294684
Cuba,CUB,1980,,,2024.678974
Cuba,CUB,1981,,,2038.214587
Cuba,CUB,1982,,,2109.996725
Cuba,CUB,1983,,,2226.118644
Cuba,CUB,1984,,,2397.087966
Cuba,CUB,1985,,,2270.124431
Cuba,CUB,1986,,,2378.929831
Cuba,CUB,1987,,,2451.274589
Cuba,CUB,1988,,,2641.236214
Cuba,CUB,1989,,,2572.873458
Cuba,CUB,1990,,,2702.185284
Cuba,CUB,1991,,,2275.925901
Cuba,CUB,1992,,,2052.991446
Cuba,CUB,1993,,,2066.917658
Cuba,CUB,1994,,,2615.018812
Cuba,CUB,1995,,,2783.443297
Cuba,CUB,1996,,,2278.285342
Cuba,CUB,1997,,,2300.945851
Cuba,CUB,1998,35.06404,,2326.174356
Cuba,CUB,1999,35.9049,,2555.068738
Cuba,CUB,2000,34.50056,,2744.124479
Cuba,CUB,2001,31.15979,,2835.076661
Cuba,CUB,2002,33.7636,,2995.899528
Cuba,CUB,2003,,,3192.400519
Cuba,CUB,2004,31.76125,,3388.766954
Cuba,CUB,2005,30.31329,,3776.470549
Cuba,CUB,2006,29.31407,,4666.988169
Cuba,CUB,2007,30.13875,,5185.382272
Cuba,CUB,2008,25.47863,,5382.824814
Cuba,CUB,2009,25.46623,,5499.119218
Cuba,CUB,2010,29.03501,,5701.960898
Cuba,CUB,2011,,,6118.288022
Cuba,CUB,2012,,,6489.160592
Cuba,CUB,2013,,,6848.237236
Cyprus,CYP,1975,,,976.3298223
Cyprus,CYP,1976,,,1157.411531
Cyprus,CYP,1977,,,1476.247922
Cyprus,CYP,1978,,,1929.399996
Cyprus,CYP,1979,,,2559.227555
Cyprus,CYP,1980,,,4232.022939
Cyprus,CYP,1981,,,4033.240478
Cyprus,CYP,1982,,,4122.784499
Cyprus,CYP,1983,,,4091.048498
Cyprus,CYP,1984,,,4258.743589
Cyprus,CYP,1985,,,4488.287003
Cyprus,CYP,1986,,,5642.631476
Cyprus,CYP,1987,,,6690.577975
Cyprus,CYP,1988,,,7645.629767
Cyprus,CYP,1989,,,8038.914242
Cyprus,CYP,1990,,,9641.575273
Cyprus,CYP,1991,,,9696.099593
Cyprus,CYP,1992,,,11310.07192
Cyprus,CYP,1993,,,10526.14177
Cyprus,CYP,1994,,,11617.69278
Cyprus,CYP,1995,,,15233.34168
Cyprus,CYP,1996,,,15105.21006
Cyprus,CYP,1997,,,14169.7202
Cyprus,CYP,1998,,,15035.90525
Cyprus,CYP,1999,31.2362,13.90828,15208.77246
Cyprus,CYP,2000,27.56949,14.27602,14307.35353
Cyprus,CYP,2001,31.1626,14.33211,14723.21047
Cyprus,CYP,2002,29.63918,14.91421,15988.27504
Cyprus,CYP,2003,27.94729,16.51523,20110.12017
Cyprus,CYP,2004,27.50617,15.777,23578.42935
Cyprus,CYP,2005,27.30502,15.74568,24738.00939
Cyprus,CYP,2006,27.79002,16.09478,26455.13237
Cyprus,CYP,2007,28.14934,16.60186,30915.48639
Cyprus,CYP,2008,27.78074,17.48246,34950.3513
Cyprus,CYP,2009,27.70021,17.12682,31673.45771
Cyprus,CYP,2010,31.00808,15.68234,30438.90019
Cyprus,CYP,2011,31.3219,15.53671,31836.61951
Cyprus,CYP,2012,,,28868.27382
Cyprus,CYP,2013,,,27910.61983
Cyprus,CYP,2014,,,27194.39184
Czech Republic,CZE,1990,,,3901.525394
Czech Republic,CZE,1991,,,2867.229413
Czech Republic,CZE,1992,,,3338.654991
Czech Republic,CZE,1993,,,3916.051586
Czech Republic,CZE,1994,,,4583.584634
Czech Republic,CZE,1995,,,5765.048439
Czech Republic,CZE,1996,,,6473.435452
Czech Republic,CZE,1997,,,5980.258304
Czech Republic,CZE,1998,17.282,8.63671,6447.463539
Czech Republic,CZE,1999,17.9199,8.99875,6293.304387
Czech Republic,CZE,2000,18.18888,9.07353,5994.528277
Czech Republic,CZE,2001,16.76988,8.83908,6594.717465
Czech Republic,CZE,2002,16.08467,8.98813,8011.898074
Czech Republic,CZE,2003,15.71172,8.5548,9741.058384
Czech Republic,CZE,2004,15.18484,9.53951,11667.63212
Czech Republic,CZE,2005,14.52153,9.32313,13317.72983
Czech Republic,CZE,2006,13.56469,10.35338,15159.14115
Czech Republic,CZE,2007,13.88772,9.69913,18333.9459
Czech Republic,CZE,2008,14.70676,9.34464,22649.37934
Czech Republic,CZE,2009,15.91159,9.58393,19698.49209
Czech Republic,CZE,2010,16.17658,9.48043,19763.9638
Czech Republic,CZE,2011,16.08905,10.09534,21656.39764
Czech Republic,CZE,2012,16.77759,9.74072,19670.40261
Czech Republic,CZE,2013,,,19858.34346
Czech Republic,CZE,2014,,,19553.92995
Democratic Republic of Congo,COD,1960,,,220.3141353
Democratic Republic of Congo,COD,1961,,,197.3911749
Democratic Republic of Congo,COD,1962,,,235.6326419
Democratic Republic of Congo,COD,1963,,,377.4279087
Democratic Republic of Congo,COD,1964,,,170.4663094
Democratic Republic of Congo,COD,1965,,,232.8114307
Democratic Republic of Congo,COD,1966,,,253.7619344
Democratic Republic of Congo,COD,1967,,,184.1347567
Democratic Republic of Congo,COD,1968,,,206.7225684
Democratic Republic of Congo,COD,1969,,,258.6190224
Democratic Republic of Congo,COD,1970,,,243.7635593
Democratic Republic of Congo,COD,1971,,,272.0760665
Democratic Republic of Congo,COD,1972,,,292.2956445
Democratic Republic of Congo,COD,1973,,,362.8285429
Democratic Republic of Congo,COD,1974,,,430.6908308
Democratic Republic of Congo,COD,1975,,,447.0011452
Democratic Republic of Congo,COD,1976,,,409.6200562
Democratic Republic of Congo,COD,1977,,,509.3002382
Democratic Republic of Congo,COD,1978,,,616.3482759
Democratic Republic of Congo,COD,1979,,,587.4426099
Democratic Republic of Congo,COD,1980,,,546.1435373
Democratic Republic of Congo,COD,1981,,,463.3280667
Democratic Republic of Congo,COD,1982,,,491.6370638
Democratic Republic of Congo,COD,1983,,,386.3290846
Democratic Republic of Congo,COD,1984,,,268.6997589
Democratic Republic of Congo,COD,1985,,,239.5164126
Democratic Republic of Congo,COD,1986,,,262.2248377
Democratic Republic of Congo,COD,1987,,,241.3797272
Democratic Republic of Congo,COD,1988,,,271.1605965
Democratic Republic of Congo,COD,1989,,,267.4895691
Democratic Republic of Congo,COD,1990,,,267.8202893
Democratic Republic of Congo,COD,1994,,,143.4603018
Democratic Republic of Congo,COD,1995,,,134.4131142
Democratic Republic of Congo,COD,1996,,,133.8514002
Democratic Republic of Congo,COD,1997,,,138.1869965
Democratic Republic of Congo,COD,1998,,,138.2470334
Democratic Republic of Congo,COD,1999,,,102.666198
Democratic Republic of Congo,COD,2000,,,406.5677033
Democratic Republic of Congo,COD,2001,,,154.4248583
Democratic Republic of Congo,COD,2002,,,176.2636181
Democratic Republic of Congo,COD,2003,,,175.3415684
Democratic Republic of Congo,COD,2004,,,196.190028
Democratic Republic of Congo,COD,2005,,,221.4496928
Democratic Republic of Congo,COD,2006,,,257.1738008
Democratic Republic of Congo,COD,2007,,,286.1447493
Democratic Republic of Congo,COD,2008,,,326.5279563
Democratic Republic of Congo,COD,2009,,,301.9325214
Democratic Republic of Congo,COD,2010,33.33619,8.97645,330.003252
Democratic Republic of Congo,COD,2011,,,373.0399766
Democratic Republic of Congo,COD,2012,,,417.9770414
Democratic Republic of Congo,COD,2013,61.59357,16.83461,444.5751803
Democratic Republic of Congo,COD,2014,,,475.2336372
Denmark,DNK,1960,,,1364.51716
Denmark,DNK,1961,,,1503.537013
Denmark,DNK,1962,,,1681.029913
Denmark,DNK,1963,,,1775.370385
Denmark,DNK,1964,,,2013.243077
Denmark,DNK,1965,,,2243.931595
Denmark,DNK,1966,,,2443.259791
Denmark,DNK,1967,,,2644.786647
Denmark,DNK,1968,,,2712.6124
Denmark,DNK,1969,,,3068.236741
Denmark,DNK,1970,,,3421.990575
Denmark,DNK,1971,,,3792.600781
Denmark,DNK,1972,,,4601.007516
Denmark,DNK,1973,,,6065.39591
Denmark,DNK,1974,,,6719.242219
Denmark,DNK,1975,,,7954.973925
Denmark,DNK,1976,,,8753.250582
Denmark,DNK,1977,,,9760.6764
Denmark,DNK,1978,,,11810.03432
Denmark,DNK,1979,,,13740.96609
Denmark,DNK,1980,,,13833.12187
Denmark,DNK,1981,,,11984.01251
Denmark,DNK,1982,,,11707.41052
Denmark,DNK,1983,,,11768.65521
Denmark,DNK,1984,,,11478.44267
Denmark,DNK,1985,,,12167.45463
Denmark,DNK,1986,,,17146.70467
Denmark,DNK,1987,,,21289.16344
Denmark,DNK,1988,,,22441.08831
Denmark,DNK,1989,,,21799.27792
Denmark,DNK,1990,,,26861.79859
Denmark,DNK,1991,,,26960.97561
Denmark,DNK,1992,,,29526.16569
Denmark,DNK,1993,,,27553.12351
Denmark,DNK,1994,,,29992.22227
Denmark,DNK,1995,,,35351.38071
Denmark,DNK,1996,,,35650.72434
Denmark,DNK,1997,,,32835.92877
Denmark,DNK,1998,22.09163,14.63437,33368.15485
Denmark,DNK,1999,21.17968,14.54371,33440.80162
Denmark,DNK,2000,21.0204,15.34415,30743.55917
Denmark,DNK,2001,22.30624,15.54854,30751.64946
Denmark,DNK,2002,22.54934,15.43388,33228.69291
Denmark,DNK,2003,23.53289,15.14175,40458.77064
Denmark,DNK,2004,22.91051,15.48686,46487.51491
